LLAVEHOG,ORDEN,AÑOS_CUMPLIDOS,HIJOS,CANT_PERSONAS,VIVE_PADRES,NIVEL_EDUCACION_MADRE,AFILIADO_SS,ESTADO_SALUD,DISCAPACIDAD,LEER_ESCRIBIR,NIVEL_EDUCATIVO,SALARIO,ACTIVIDAD,TELEFONO,TIPO_VIVIENDA,SUBSIDIO,SEGURIDAD,CONDICIONES_VIDA,POBRE,INGRESO_HOGAR,COMIDA,AGUA_ALIMENTOS,AGUA24H,VIVIENDA,SATISFACCCION_INGRESO,SATISFACCION_SALUD,SATISFACCION_SEGURIDAD,SATISFACCION_TRABAJO,SATISFACCION_VIDA
60129511,1,55,1,3,4,9,1,3,NO,1,,,4,1,1,SI,1,2,1,1,2,2,2,4,5,5,5,5,6
60129511,2,29,1,3,2,,1,2,NO,1,,250000,1,1,1,SI,1,2,1,1,2,2,2,4,7,9,3,8,7
60129541,1,29,1,2,4,1,1,3,NO,1,,,4,1,1,NO,1,2,1,2,2,2,2,3,7,5,6,8,10
60129701,1,46,1,3,4,1,1,2,NO,1,,,1,1,2,SI,1,2,2,2,2,1,1,3,7,7,7,7,10
60129701,2,25,1,3,2,,1,2,NO,1,,,4,1,2,SI,1,2,2,2,2,1,1,3,8,9,7,4,10
60129821,1,35,2,3,4,1,1,3,NO,1,,,1,1,1,SI,2,3,2,1,2,1,1,2,8,6,6,7,10
60129971,1,36,1,2,4,1,1,2,NO,1,,,1,1,1,SI,1,3,1,1,1,1,1,3,4,5,9,4,7
60130061,1,54,1,2,4,10,1,3,NO,1,,,4,2,1,NO,1,3,1,1,2,1,1,3,9,6,7,6,7
60130271,1,46,1,2,4,1,1,2,NO,1,,,4,2,1,NO,1,2,1,2,2,2,1,1,5,10,7,7,10
60130291,5,27,1,6,3,,1,2,NO,1,,460000,1,1,1,SI,1,2,2,2,2,2,1,1,10,10,10,8,10
60130371,1,82,1,2,4,10,1,2,NO,1,,,4,2,1,NO,1,2,2,3,2,1,1,1,8,9,9,9,10
60130421,1,44,2,3,4,10,1,3,NO,1,,700000,1,1,1,NO,1,3,1,2,2,2,1,1,3,1,1,5,3
60130451,1,42,2,3,4,1,1,1,NO,1,,,1,1,1,SI,1,3,2,2,2,2,1,1,7,10,9,7,10
60130561,1,24,1,4,4,2,1,2,NO,1,,400000,1,1,2,NO,1,2,1,1,2,1,1,3,5,8,8,8,9
60130611,1,56,1,5,4,10,1,2,NO,1,,,4,2,1,SI,1,3,2,2,2,2,2,1,4,7,7,5,10
60130791,3,47,1,3,4,9,1,2,NO,1,,,4,1,1,SI,1,2,2,1,2,1,1,1,9,9,9,6,8
60130931,4,25,1,5,3,,1,2,NO,1,,,4,1,1,SI,2,3,2,2,2,1,1,1,5,8,3,8,9
60131041,4,19,1,6,2,,1,2,NO,1,,280000,4,1,1,SI,1,3,2,2,2,1,1,1,4,9,8,6,10
60131311,3,26,1,5,3,,1,1,NO,1,,600000,1,1,2,NO,1,1,2,1,2,1,1,3,7,10,7,10,9
60131331,5,63,1,6,4,10,1,3,NO,1,,,4,2,2,SI,1,3,2,1,2,1,1,3,9,7,9,5,10
60132861,3,46,1,4,3,,1,2,NO,1,,,4,1,2,SI,1,2,2,2,2,1,1,1,10,10,10,10,10
60132961,2,20,1,3,2,,1,2,NO,1,,600000,1,1,1,SI,1,2,2,2,2,2,1,5,8,7,8,6,8
60133101,2,32,1,4,4,9,1,2,NO,1,,,4,1,2,NO,1,2,2,2,2,1,1,1,9,9,8,5,10
60134071,6,35,1,9,3,,1,2,NO,1,,800000,1,1,2,NO,1,2,1,2,2,1,1,1,9,8,9,8,9
60134071,8,36,1,9,3,,1,2,NO,1,,,4,1,2,NO,1,2,1,2,2,1,1,1,9,9,9,8,9
60134111,2,24,1,3,2,,2,2,NO,1,,,2,1,1,NO,1,2,2,1,2,2,1,1,9,9,8,8,10
60134241,2,25,1,3,2,,1,2,NO,1,,800000,1,1,2,NO,1,2,2,2,2,1,1,1,7,8,9,9,9
60134301,2,38,1,5,2,,1,2,NO,1,,,1,1,2,NO,1,2,1,2,2,1,1,1,9,9,9,9,9
60134321,1,35,2,3,4,2,1,2,NO,1,,,1,1,2,NO,1,2,1,2,2,1,1,3,9,9,9,9,9
60134381,1,28,1,2,4,3,1,2,NO,1,,1218000,1,1,2,NO,1,2,2,2,2,1,1,4,6,8,8,8,10
60134451,1,55,1,5,4,9,1,2,SI,1,,,4,2,1,NO,1,3,2,1,2,1,1,1,3,4,9,8,10
60134531,1,21,1,4,2,,1,3,NO,1,,,4,1,2,NO,1,4,1,2,1,1,1,3,8,8,6,7,10
60134531,3,41,2,4,4,1,1,3,NO,1,,737000,1,1,2,NO,1,4,1,2,1,1,1,3,8,4,9,8,9
60134851,4,20,1,5,3,,1,2,NO,1,,680000,1,1,2,NO,1,2,1,2,2,1,1,3,7,7,8,8,9
60134941,3,39,2,6,2,,1,2,NO,1,,,4,1,1,SI,1,4,1,1,1,1,1,1,6,6,7,6,7
60135001,1,33,1,2,4,10,2,3,NO,1,,655000,1,1,2,SI,1,2,2,1,2,1,1,3,4,8,10,10,10
60135991,1,37,2,3,4,1,1,2,NO,2,,,1,1,1,SI,1,3,2,1,1,1,2,1,6,10,10,10,7
60136071,3,16,1,7,3,,1,2,NO,1,,,4,2,1,SI,1,2,2,2,2,5,,1,9,10,10,8,7
60136171,1,29,1,2,4,2,1,3,NO,1,,,1,1,1,SI,1,2,2,2,2,5,,1,8,5,6,8,9
60136451,1,40,4,5,4,3,1,2,NO,1,,,1,1,1,SI,1,2,1,1,2,5,,1,6,6,9,10,7
60136651,3,36,1,9,3,,1,2,NO,1,,,4,1,1,NO,1,2,1,1,2,1,2,1,8,8,9,8,9
60136651,5,35,1,9,3,,1,2,NO,1,,,5,2,1,NO,1,2,1,1,2,1,2,1,9,8,8,8,9
60136651,7,31,2,9,3,,1,1,NO,1,,,4,2,1,NO,1,2,1,1,2,1,2,1,8,7,8,7,9
60136661,6,28,2,9,4,1,1,2,NO,1,,,4,2,1,SI,1,2,1,1,2,1,2,1,8,9,8,8,6
60136781,1,55,1,6,4,1,1,2,NO,1,,,1,2,1,NO,1,2,1,1,2,1,2,1,9,9,8,8,8
60136811,3,20,1,5,3,,1,2,NO,1,,,4,2,1,NO,1,2,1,1,2,1,2,1,6,7,6,7,7
60136821,1,52,1,2,4,1,1,2,NO,1,,,1,1,1,NO,1,2,1,1,2,1,1,1,8,7,10,7,10
60137551,5,26,1,6,3,,1,2,NO,1,,,4,1,1,NO,1,3,1,1,1,10,,3,8,8,8,8,9
60137571,4,30,1,5,2,,1,2,NO,1,,1500000,1,1,1,NO,2,2,1,1,2,1,2,1,10,10,10,10,10
60137701,1,58,1,2,4,2,1,2,NO,1,,,4,2,1,NO,1,2,2,2,2,1,2,1,8,7,7,7,7
60137761,1,36,2,3,4,3,1,2,NO,1,,800000,1,1,2,NO,1,2,2,2,2,10,,3,8,8,8,8,9
60137911,1,51,1,4,4,3,1,2,NO,1,,,4,1,1,NO,1,3,1,1,1,10,,1,8,8,8,8,9
60137911,3,29,1,4,2,,1,2,NO,1,,,4,1,1,NO,1,3,1,1,1,10,,1,8,8,8,8,9
60137931,4,28,1,5,3,,1,2,NO,1,,,2,1,2,NO,1,2,2,2,2,10,,3,8,8,8,8,9
60137951,1,66,3,4,4,2,1,2,NO,1,,,4,1,1,NO,1,3,1,1,1,10,,2,8,8,8,8,9
60138491,4,18,1,5,1,2,1,2,NO,1,,,4,1,1,SI,1,1,1,1,2,2,2,1,9,9,7,6,7
60138731,1,47,1,2,4,9,1,2,NO,1,,,1,1,1,NO,2,3,1,1,2,1,1,1,10,10,4,10,10
60138881,7,30,1,8,3,,1,2,NO,1,,1300000,1,1,1,SI,1,2,2,2,2,1,1,1,9,10,10,10,10
60138891,1,53,2,3,4,10,1,1,NO,1,,,1,1,1,NO,1,2,2,2,2,1,1,1,8,8,8,10,10
60139501,1,55,2,4,4,9,2,1,NO,1,,,4,1,2,NO,1,2,2,1,2,1,2,1,5,10,9,8,8
60139521,1,42,3,4,4,4,1,2,NO,1,,,1,1,1,NO,1,2,2,1,2,1,2,3,6,9,8,6,9
60139551,6,21,1,7,2,,1,2,NO,1,,,4,1,2,NO,1,3,1,1,1,1,2,3,9,8,8,9,8
60139601,11,23,2,13,3,,1,2,NO,1,,,4,2,1,SI,1,3,2,2,2,2,2,1,9,7,7,7,7
60139751,3,50,2,6,4,1,1,2,NO,1,,,1,1,1,SI,1,3,2,1,2,2,1,1,6,8,9,8,9
60139781,1,39,1,2,4,9,1,2,NO,1,,,4,1,1,SI,1,2,2,1,2,2,1,4,7,5,7,5,10
60139831,1,59,1,3,4,1,1,2,NO,1,,,4,1,1,SI,1,2,2,2,2,2,1,1,8,8,9,9,8
60139831,2,41,1,3,2,,1,2,NO,1,,,1,1,1,SI,1,2,2,2,2,2,1,1,9,10,9,9,9
60140031,1,56,2,5,4,2,1,4,NO,1,,,6,1,1,SI,1,2,2,2,2,1,1,3,0,0,8,5,10
60140251,3,20,1,5,2,,1,2,NO,1,,,3,1,1,NO,1,3,2,1,2,1,1,3,9,10,10,9,7
60140591,1,53,1,5,4,9,1,3,NO,2,,,4,2,1,SI,1,3,1,1,2,1,2,1,9,6,9,9,10
60140921,4,25,1,5,3,,1,1,NO,1,,,1,1,1,NO,1,1,2,3,2,1,1,1,9,10,10,8,10
60141211,4,31,1,5,3,,1,2,NO,1,,737000,1,1,1,NO,1,2,2,2,2,1,1,1,7,8,8,8,10
60141231,2,28,1,3,4,2,1,2,NO,1,,750000,1,1,2,NO,1,2,1,2,2,1,1,3,6,9,8,8,8
60141291,1,66,1,3,4,1,1,3,NO,1,,,4,1,1,NO,1,2,1,2,2,1,1,1,9,9,9,8,9
60141401,1,66,1,4,4,10,1,3,NO,2,,,4,1,2,SI,1,2,2,1,2,1,1,3,5,10,9,8,9
60141401,2,22,2,4,2,,1,2,NO,1,,,4,1,2,SI,1,2,2,1,2,1,1,3,10,10,10,10,10
60141441,1,57,3,6,4,6,1,3,NO,1,,,4,1,2,NO,1,3,1,1,2,2,1,1,9,9,9,9,9
60141481,3,39,3,8,3,,1,2,NO,1,,,4,1,1,SI,1,3,2,2,2,1,1,1,0,7,8,0,10
60141711,1,48,1,2,4,1,1,1,NO,1,,600000,1,1,1,NO,1,2,2,2,2,1,1,3,6,9,10,9,10
60141731,3,28,1,9,3,,1,2,NO,1,,,1,1,1,NO,1,2,2,2,2,1,1,2,8,8,7,7,10
60142261,4,17,1,5,2,,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,1,2,3,9,10,8,0,10
60142551,1,20,1,2,4,3,1,2,NO,1,,,4,1,1,NO,1,2,1,2,2,1,2,1,10,10,10,9,10
60142671,2,16,1,3,2,,1,2,NO,1,,,4,2,1,NO,1,2,1,2,2,1,1,4,7,7,6,7,7
60143231,5,22,1,5,4,4,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,10,,4,7,8,7,8,8
60143291,1,28,3,4,4,1,1,2,NO,1,,790000,1,1,2,NO,1,3,1,1,2,10,,3,10,10,10,10,10
60143391,1,66,1,5,4,9,1,2,NO,1,,,4,1,1,NO,1,2,1,1,2,10,,1,10,10,10,10,10
60143591,3,36,1,4,3,,1,2,NO,1,,890000,1,1,1,NO,1,2,1,2,2,10,,1,10,10,10,10,10
60143671,1,30,2,5,3,,1,2,NO,1,,,1,1,1,SI,1,2,2,2,2,1,1,3,3,7,5,5,8
60143911,3,18,1,4,3,,1,2,NO,1,,,1,2,1,NO,1,3,1,1,2,7,,3,6,8,7,6,9
60143921,1,66,1,5,4,10,1,3,NO,1,,,4,1,1,NO,1,2,1,2,2,1,2,3,6,5,10,10,8
60144081,3,19,1,4,2,,1,1,NO,1,,,3,2,1,SI,1,2,2,2,2,1,2,1,7,10,10,9,10
60144091,4,26,1,5,4,2,1,1,NO,1,,830000,1,1,1,NO,1,2,2,2,2,3,,4,10,10,10,10,10
60144241,1,48,1,2,4,2,1,2,NO,1,,600000,1,1,2,NO,1,2,1,1,2,1,1,3,7,7,5,5,4
60144321,1,63,2,5,4,3,1,2,NO,1,,,4,1,2,NO,1,2,2,2,2,1,1,1,9,8,8,9,8
60144631,3,21,1,4,2,,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,1,1,1,4,9,5,4,9
60144681,1,42,2,3,4,9,1,3,NO,1,,,1,1,1,NO,2,3,1,1,2,2,1,1,0,5,5,5,9
60144881,1,25,1,3,2,,1,1,NO,1,,,4,1,1,SI,1,3,1,1,1,1,2,1,9,9,6,6,9
60145211,1,36,1,5,4,1,1,2,NO,1,,,1,1,2,SI,2,2,2,2,2,1,1,3,5,10,4,6,9
60145211,3,34,2,5,4,1,1,3,NO,1,,,4,1,2,SI,2,2,2,2,2,1,1,3,9,5,5,0,10
60145221,4,40,1,8,3,,1,3,NO,1,,737717,1,1,1,NO,1,2,2,2,2,1,1,1,4,6,6,6,7
60145221,5,17,1,8,2,,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,1,1,1,8,9,10,7,10
60145221,7,35,1,8,3,,1,2,NO,1,,737717,1,1,1,NO,1,2,2,2,2,1,1,1,4,8,3,4,8
60145231,3,36,1,5,3,,1,1,NO,1,,930000,1,1,1,NO,1,2,2,2,2,1,1,1,10,10,0,10,10
60145251,2,27,2,9,2,,1,3,NO,1,,,1,1,1,NO,1,2,1,1,2,1,1,3,2,7,5,3,10
60145251,5,21,2,9,2,,1,3,NO,1,,,4,1,1,NO,1,2,1,1,2,1,1,3,7,10,5,7,8
60145281,3,31,1,4,3,,1,3,NO,1,,,2,1,1,SI,1,2,1,1,2,1,1,1,8,6,9,5,10
60145301,4,35,1,7,3,,1,2,NO,1,,,4,1,1,SI,1,3,1,1,2,9,,1,9,10,7,0,10
60145301,6,19,1,7,2,,1,2,NO,1,,,4,2,1,SI,1,3,1,1,2,9,,1,9,5,5,5,6
60145331,2,22,1,6,2,,1,3,NO,1,,780000,1,1,1,NO,2,3,1,2,2,7,,4,6,6,6,6,7
60145561,3,24,1,5,3,,1,3,NO,1,,745000,1,1,1,NO,1,3,1,1,2,2,1,1,7,8,5,5,8
60145591,2,23,1,5,2,,1,3,NO,1,,,4,1,1,NO,2,2,1,1,2,7,,1,3,7,2,7,10
60145821,2,31,2,4,1,2,1,2,NO,1,,500000,1,1,1,SI,1,3,2,1,2,1,2,1,3,10,2,8,10
60145841,3,28,1,4,3,,1,2,NO,1,,,4,1,1,SI,2,2,1,1,1,1,2,4,0,0,0,0,6
60145871,2,23,1,5,1,10,1,3,NO,1,,,3,1,1,NO,2,3,2,2,2,1,2,1,6,9,3,8,10
60145871,4,19,1,5,1,3,1,2,NO,1,,,4,1,1,NO,2,3,2,2,2,1,2,1,9,10,1,8,10
60145991,1,34,4,6,4,1,1,4,NO,1,,100000,4,1,1,SI,2,3,2,1,2,2,1,1,2,1,3,6,8
60146001,1,40,2,4,2,,1,2,NO,1,,250000,1,1,1,SI,1,2,2,1,2,2,1,1,7,9,7,6,10
60146041,7,23,1,8,4,10,1,2,NO,1,,500000,1,2,1,SI,1,2,1,1,2,9,,1,10,9,9,9,10
60146061,2,25,1,3,2,,1,2,NO,1,,1000000,1,1,1,SI,1,2,2,1,2,9,,1,6,7,10,9,10
60146101,1,68,2,3,4,9,1,3,NO,1,,,4,1,1,NO,2,3,2,1,2,1,2,1,5,3,2,6,10
60146151,3,20,1,6,2,,1,3,NO,1,,,3,1,1,SI,2,3,2,1,2,1,2,1,9,9,8,8,8
60146221,3,24,2,5,3,,1,2,NO,1,,,3,1,1,SI,2,2,1,2,1,1,2,1,9,8,3,4,9
60146271,1,67,1,4,4,9,1,3,NO,1,,,4,1,1,SI,1,3,1,1,2,9,,1,5,6,4,5,10
60146341,2,29,1,3,4,4,1,2,NO,1,,,1,1,2,NO,2,3,2,1,2,1,2,4,4,10,5,6,10
60146431,1,27,3,4,4,2,1,2,NO,1,,,4,1,1,NO,2,4,1,1,2,9,,1,3,8,3,4,10
60146461,2,20,1,5,2,,1,2,NO,1,,850000,1,1,1,NO,1,2,2,2,2,1,2,1,8,10,9,8,10
60146481,4,20,1,6,3,,1,2,NO,1,,,3,2,1,NO,1,3,1,1,1,1,2,4,7,7,7,7,10
60146551,1,28,1,2,4,1,1,2,NO,1,,,4,1,2,NO,2,3,1,1,2,1,2,4,6,9,1,5,10
60146591,3,25,2,6,2,,1,2,NO,1,,,4,1,1,SI,2,3,2,1,2,1,2,1,9,7,2,7,10
60147021,1,57,1,2,4,3,1,2,NO,1,,,1,1,1,NO,1,3,2,2,2,1,2,1,5,8,7,7,10
60147261,6,18,1,7,2,,1,2,NO,1,,300000,1,1,1,SI,1,2,2,2,2,1,1,1,3,6,6,6,7
60147291,2,31,3,9,2,,1,3,NO,1,,,6,1,1,SI,1,3,1,2,2,1,2,1,3,7,4,5,6
60147301,2,37,2,4,2,,1,2,NO,1,,800000,1,1,1,NO,2,3,1,2,2,1,2,3,7,7,6,7,10
60147311,6,20,1,7,3,,1,3,NO,1,,,4,1,1,SI,2,3,1,1,2,1,2,3,9,4,5,10,10
60147561,6,23,1,7,2,,1,4,NO,1,,1200000,1,1,1,SI,2,2,1,1,2,4,,3,9,8,2,8,8
60149591,1,63,1,6,4,1,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,1,1,3,8,8,8,7,9
60149601,1,63,1,3,4,1,1,2,NO,1,,,4,1,1,NO,1,2,1,2,2,1,1,1,8,9,10,10,9
60149791,3,49,1,5,2,,1,3,NO,1,,,4,1,1,NO,1,2,2,2,2,1,1,1,4,7,9,4,8
60149931,3,23,1,5,3,,1,2,NO,1,,737717,1,1,2,NO,1,2,2,2,2,1,1,1,10,10,10,10,10
60149941,1,39,2,3,4,6,1,2,NO,1,,,1,1,2,NO,1,2,2,2,2,1,1,1,6,10,4,8,10
60149961,3,19,1,4,3,,1,1,NO,1,,,4,1,1,NO,1,1,2,1,2,1,1,1,6,8,9,7,9
60150011,1,40,1,5,4,2,1,1,NO,1,,,6,1,2,NO,1,1,2,3,2,1,1,1,9,8,9,10,10
60150191,1,37,2,3,4,9,2,2,NO,1,,,1,1,1,NO,1,2,1,1,2,3,,3,6,8,7,7,10
60150271,3,25,1,4,2,,1,2,NO,1,,,2,1,1,NO,1,3,1,1,2,1,1,1,10,10,9,8,7
60151081,3,23,1,4,2,,2,2,NO,1,,,3,1,2,NO,1,2,2,2,2,1,1,1,8,7,8,8,10
60151251,3,37,1,4,4,6,1,2,NO,1,,900000,1,1,1,NO,1,2,2,2,2,1,1,1,8,8,7,8,8
60151261,2,57,1,3,2,,1,2,NO,1,,,4,1,1,NO,1,3,1,1,1,1,1,1,9,7,5,8,10
60151351,1,36,2,3,4,1,1,2,NO,1,,,1,1,1,NO,1,2,2,2,2,1,1,3,7,7,5,8,8
60151711,1,56,1,3,4,6,1,2,NO,1,,2000000,1,1,1,NO,1,2,2,3,2,1,1,1,9,9,8,10,10
60151801,3,38,1,4,3,,1,2,NO,1,,99,1,1,2,NO,1,2,2,2,2,1,1,4,6,9,6,5,8
60151811,1,73,1,3,4,9,1,3,NO,1,,,4,1,1,NO,2,3,1,1,1,1,1,1,4,4,3,3,5
60151981,2,34,1,3,1,4,1,2,NO,1,,,1,1,1,NO,1,2,2,2,2,1,1,1,8,9,6,8,10
60152071,2,60,1,3,4,2,1,2,NO,1,,,6,1,1,NO,1,1,2,2,2,1,1,1,8,9,4,9,10
60152111,1,44,1,2,4,2,1,2,NO,1,,,1,1,2,NO,1,2,2,2,2,1,1,3,7,10,3,10,10
60152121,3,38,1,4,3,,1,2,NO,1,,966000,1,1,1,NO,1,2,1,1,2,1,1,1,8,9,7,9,10
60152141,1,55,1,2,4,8,1,2,NO,1,,0,1,1,2,NO,1,1,2,3,2,1,1,3,3,8,3,8,10
60152171,3,17,1,4,2,,1,2,NO,1,,,4,1,2,NO,1,2,1,1,2,1,1,3,8,8,8,8,9
60152271,1,35,2,3,4,2,1,2,NO,1,,730000,1,1,1,NO,1,3,2,1,2,1,1,3,3,10,6,3,10
60152521,1,48,1,2,4,1,1,2,NO,1,,737700,1,1,2,NO,1,2,2,2,2,1,1,4,7,8,7,8,8
60152591,3,33,1,5,3,,1,1,NO,1,,,4,1,1,NO,1,2,2,2,2,1,1,1,9,9,2,0,8
60152731,1,65,1,2,4,2,1,2,NO,1,,3000000,1,1,2,NO,1,2,2,2,2,1,1,1,9,9,9,10,10
60152751,2,31,2,4,2,,1,2,NO,1,,,1,1,1,NO,2,2,2,1,2,1,1,1,7,1,10,9,10
60152761,1,45,1,2,4,3,1,2,NO,1,,,1,1,2,NO,2,2,2,2,2,1,1,3,9,9,9,9,9
60152841,1,44,2,3,4,2,1,3,NO,1,,,1,1,1,NO,2,2,2,2,2,1,1,3,5,7,2,9,9
60153021,2,60,1,2,4,1,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,1,1,1,9,9,9,8,9
60153581,2,28,1,4,2,,1,2,NO,1,,1000000,1,1,1,NO,1,2,2,2,2,1,1,3,9,10,10,10,10
60153831,1,60,1,2,4,9,2,3,NO,1,,,4,1,1,NO,1,2,1,1,2,1,2,3,9,8,8,8,10
60153931,1,54,1,3,2,,1,3,NO,1,,,2,1,2,NO,2,2,1,2,2,1,1,4,0,2,1,1,8
60154011,3,76,1,3,4,9,1,3,NO,1,,,4,1,1,NO,1,1,2,3,2,1,1,1,8,4,5,10,10
60154021,2,47,1,3,2,,1,2,NO,1,,736000,1,1,2,NO,2,1,2,1,2,1,1,1,4,6,5,5,10
60154181,2,36,2,4,4,10,1,2,NO,1,,,1,2,1,SI,1,3,1,1,1,1,1,3,9,8,0,10,10
60154211,3,40,1,5,2,,1,1,NO,1,,1600000,1,1,1,NO,2,2,2,2,2,1,2,6,8,5,8,8,10
60154231,4,63,1,4,4,2,1,2,NO,1,,,4,1,1,NO,1,2,2,2,2,1,1,1,9,9,7,6,9
60154281,1,35,1,2,4,3,1,1,NO,1,,,1,1,2,NO,1,1,2,3,2,1,1,4,8,10,10,10,10
60154621,3,35,1,5,3,,1,2,NO,1,,920000,1,1,1,NO,1,2,2,1,2,1,1,1,8,8,7,8,8
60154731,2,56,1,5,1,2,1,1,NO,1,,,1,2,1,SI,1,2,2,2,2,1,1,1,10,10,10,10,10
60154731,4,50,1,5,1,2,1,1,NO,1,,,1,1,1,SI,1,2,2,2,2,1,1,1,3,9,10,10,10
60154791,3,42,1,4,3,,1,2,NO,1,,1500000,1,1,1,NO,1,2,2,2,2,1,1,2,7,9,8,9,8
60156911,2,36,1,3,2,,1,2,NO,1,,737000,1,1,1,NO,1,3,2,2,2,2,1,3,5,5,5,7,9
60157061,4,19,1,5,2,,1,1,NO,1,,,4,1,1,NO,2,3,2,1,2,2,1,5,9,10,10,1,10
60157401,1,58,1,3,2,,1,1,NO,1,,,4,1,2,NO,1,2,2,2,2,1,1,1,8,9,8,7,10
60157421,3,26,2,5,3,,1,3,NO,1,,736000,1,1,2,NO,1,3,1,1,2,1,1,1,6,9,4,6,10
60157591,5,21,1,6,2,,1,3,NO,1,,,2,1,1,NO,2,3,1,1,2,1,1,5,9,10,5,6,10
60157801,5,49,1,5,4,2,1,2,NO,1,,737717,1,1,1,NO,1,2,2,2,2,1,1,3,9,9,9,9,8
60157821,2,17,1,5,2,,1,2,NO,1,,,4,1,2,NO,2,3,1,1,2,1,1,3,9,7,2,0,10
60157831,3,30,1,4,3,,2,2,NO,1,,,2,1,2,NO,2,2,2,3,2,1,1,1,2,8,7,3,7
60157861,3,28,1,5,3,,1,2,NO,1,,,4,1,1,NO,2,2,2,1,2,1,1,4,9,5,2,0,10
60157971,1,29,2,6,4,10,9,2,NO,1,,,2,1,2,NO,2,2,1,1,2,1,1,3,9,10,0,0,7
60158833,1,27,3,4,4,10,1,2,NO,1,,,1,1,1,NO,1,2,2,1,2,1,1,3,6,7,8,6,6
60158861,2,26,1,3,4,4,1,2,NO,1,,,1,1,2,NO,1,2,2,2,2,1,1,1,6,9,7,7,10
60158991,1,36,1,2,4,4,1,2,NO,1,,,4,1,2,NO,1,2,2,2,2,1,1,3,7,9,9,8,10
60159241,6,18,1,8,4,2,1,2,NO,1,,,3,1,1,NO,1,2,2,2,2,5,,4,3,8,9,0,10
60159461,4,45,1,4,4,1,1,3,NO,1,,,1,1,2,NO,1,2,2,2,2,1,1,3,6,4,8,6,8
60159571,1,35,1,2,4,10,1,3,NO,1,,737000,1,1,2,NO,1,2,2,2,2,1,1,3,7,7,8,7,9
60159621,1,47,1,2,4,1,1,2,NO,1,,820000,1,1,2,NO,1,3,1,2,2,2,2,4,4,3,6,5,9
